text,intent,language
मी बुक केलेले पीक सांगा,CROP_INFO,mr
सध्या किती वेळ थांबावे लागेल?,WAITING_TIME,mr
Mera token bata dijiye,TOKEN_NUMBER,hinglish
Maza waiting time check kara,WAITING_TIME,mr_roman
I need booking cancellation help,CANCEL_BOOKING,en
Kya ID proof chahiye?,DOCUMENTS,hi_roman
हैलो सर,GREETING,hi
Hi,GREETING,mr_roman
Namaste,GREETING,mr_roman
मी निवडलेले पीक कोणते आहे?,CROP_INFO,mr
Abhi kaunsa token chal raha hai?,CURRENT_SERVING,hi_roman
Is my booking still valid?,BOOKING_STATUS,en
What is the document requirement?,DOCUMENTS,en
Mere token ki waiting kitni hai?,WAITING_TIME,hi_roman
मेरी बुकिंग कैंसल कर दो,CANCEL_BOOKING,hi
Which token do I have?,TOKEN_NUMBER,en
Mujhe kaunse proof laane hain?,DOCUMENTS,hi_roman
Show me available help,HELP,en
Mujhe kis centre par jana hai?,CENTRE_INFO,hi_roman
कोणत्या खरेदी केंद्रावर जायचे?,CENTRE_INFO,mr
मला माझा टोकन नंबर हवा आहे,TOKEN_NUMBER,mr
Mera token kya hai?,TOKEN_NUMBER,hi_roman
How do I use this chatbot?,HELP,en
मेरा वर्तमान क्यू नंबर क्या है?,QUEUE_POSITION,hi
Hi there,GREETING,en
Majhya bookingche kay zale?,BOOKING_STATUS,mr_roman
मेरी बारी में कितना समय है?,WAITING_TIME,hi
Mera assigned centre batao,CENTRE_INFO,hinglish
Majhya tokenchi waiting kiti aahe?,WAITING_TIME,mr_roman
Can I see my crop?,CROP_INFO,hinglish
Majhyasathi konte market centre aahe?,CENTRE_INFO,mr_roman
चॅट सुरू करा,GREETING,mr
Mujhe kaunse documents chahiye?,DOCUMENTS,hi_roman
Tell me my position in the queue,QUEUE_POSITION,en
मेरे आगे कितने टोकन हैं?,QUEUE_POSITION,hi
Procurement booking kashi radd karaychi?,CANCEL_BOOKING,mr_roman
माझ्या बुकिंगचे काय झाले?,BOOKING_STATUS,mr
माझ्या टोकनची माहिती हवी आहे,TOKEN_NUMBER,mr
Centervar mala kay anayche?,DOCUMENTS,mr_roman
कौन से दस्तावेज चाहिए?,DOCUMENTS,hi
Jo token abhi chal raha hai woh kaunsa hai?,CURRENT_SERVING,hi_roman
I want to cancel this slot,CANCEL_BOOKING,en
Token number check karna hai,TOKEN_NUMBER,hi_roman
Where is my centre?,CENTRE_INFO,hinglish
What documents should I bring?,DOCUMENTS,en
मुझे स्लॉट बुक करना है,BOOKING_HELP,hi
प्रतीक्षा वेळ सांगा,WAITING_TIME,mr
यह स्लॉट रद्द करना है,CANCEL_BOOKING,hi
Slot booking help chahiye,BOOKING_HELP,hi_roman
Hello assistant,GREETING,hi_roman
Kya mera slot active hai?,BOOKING_STATUS,hi_roman
हाय,GREETING,hi
Mujhe assistance chahiye,HELP,hi_roman
तुमच्या सुविधा काय आहेत?,HELP,mr
Mera slot pakka hai?,BOOKING_STATUS,hinglish
Meri position line mein batao,QUEUE_POSITION,hi_roman
Which token is being served now?,CURRENT_SERVING,hinglish
मला मदत हवी,HELP,mr
How can I reserve my place?,BOOKING_HELP,en
Mera assigned centre batao,CENTRE_INFO,hi_roman
Mi konte peek book kele aahe?,CROP_INFO,mr_roman
What is my queue position?,QUEUE_POSITION,en
बुकिंग स्थिती तपासायची आहे,BOOKING_STATUS,mr
Konte papers lagtat?,DOCUMENTS,mr_roman
Centre info chahiye,CENTRE_INFO,hinglish
How do I reserve a procurement slot?,BOOKING_HELP,hinglish
Olakhpatra lagte ka?,DOCUMENTS,mr_roman
माझे सेंटर कुठे आहे?,CENTRE_INFO,mr
Can you check my booking?,BOOKING_STATUS,en
Farmers kitne ahead hain?,QUEUE_POSITION,hinglish
बुकिंगसाठी माझा टोकन कोणता आहे?,TOKEN_NUMBER,mr
How do I create a booking?,BOOKING_HELP,en
Mera token number please,TOKEN_NUMBER,hinglish
Which token is being called now?,CURRENT_SERVING,en
मेरा केंद्र दिखाओ,CENTRE_INFO,hi
बुकिंग कुठून सुरू करायची?,BOOKING_HELP,mr
करंट टोकन सांगा,CURRENT_SERVING,mr
How long do I have to wait?,WAITING_TIME,hinglish
When will my turn come?,WAITING_TIME,en
Maza slot book zala aahe ka?,BOOKING_STATUS,mr_roman
रांगेतील माझी जागा काय आहे?,QUEUE_POSITION,mr
मेरे टोकन के आगे कितने लोग हैं?,QUEUE_POSITION,hi
Kaunsa token active hai?,CURRENT_SERVING,hi_roman
कतार में मेरी जगह दिखाओ,QUEUE_POSITION,hi
आत्ता कोणाची पाळी आहे?,CURRENT_SERVING,mr
स्लॉट कैसे रिजर्व करें?,BOOKING_HELP,hi
Maza slot kasa cancel karaycha?,CANCEL_BOOKING,mr_roman
मेरी क्रॉप डिटेल चाहिए,CROP_INFO,hi
Centre details batao,CENTRE_INFO,hinglish
Tumhi maza token sangu shakta ka?,TOKEN_NUMBER,mr_roman
Hi assistant,GREETING,en
Slot book karanyasathi madat kara,BOOKING_HELP,mr_roman
Booking cancel karne mein help chahiye,CANCEL_BOOKING,hi_roman
Tell me how many people are ahead,QUEUE_POSITION,en
How many people are ahead of me?,QUEUE_POSITION,hinglish
Mera slot active hai kya?,BOOKING_STATUS,hinglish
How long before my turn?,WAITING_TIME,en
Is my booking active?,BOOKING_STATUS,en
Majhya booking sathi konti kagadpatre havit?,DOCUMENTS,mr_roman
कौन सा नंबर अभी चल रहा है?,CURRENT_SERVING,hi
Maza slot active aahe ka?,BOOKING_STATUS,mr_roman
Which centre is my booking for?,CENTRE_INFO,en
Is my booking still valid?,BOOKING_STATUS,hinglish
Maza slot approve zala ka?,BOOKING_STATUS,mr_roman
Bookingchi prakriya kay aahe?,BOOKING_HELP,mr_roman
बुकिंग की प्रक्रिया क्या है?,BOOKING_HELP,hi
हॅलो जी,GREETING,mr
Slot booking ka method batao,BOOKING_HELP,hinglish
Required papers batao,DOCUMENTS,hi_roman
माझ्या सध्याच्या बुकिंगची स्थिती सांगा,BOOKING_STATUS,mr
माझा अंदाजे वेळ किती आहे?,WAITING_TIME,mr
Shubh sandhyakal,GREETING,mr_roman
Mera centre kaha hai?,CENTRE_INFO,hinglish
माझ्या टोकनची प्रतीक्षा किती आहे?,WAITING_TIME,mr
Majhya aadhi kiti shetkari aahet?,QUEUE_POSITION,mr_roman
प्रोक्योरमेंट स्लॉट कैसे रद्द करें?,CANCEL_BOOKING,hi
Maza estimated wait sanga,WAITING_TIME,mr_roman
मेरी बारी कब आने की उम्मीद है?,WAITING_TIME,hi
Meri line position bataiye,QUEUE_POSITION,hi_roman
I need help,HELP,en
Now serving token batao,CURRENT_SERVING,hinglish
Show current token,CURRENT_SERVING,en
Slot booking mein help karo,BOOKING_HELP,hi_roman
मी स्लॉट कसा रिजर्व करू?,BOOKING_HELP,mr
How long until my token?,WAITING_TIME,en
Need document help,DOCUMENTS,hinglish
Majhya centreche nav sanga,CENTRE_INFO,mr_roman
Mera estimated wait batao,WAITING_TIME,hi_roman
Abhi kitna wait hai?,WAITING_TIME,hinglish
माझा स्लॉट कसा कॅन्सल करायचा?,CANCEL_BOOKING,mr
माझी आरक्षण स्थिती सांगा,BOOKING_STATUS,mr
डॉक्युमेंट्स हवी आहेत,DOCUMENTS,mr
How many minutes do I have to wait?,WAITING_TIME,en
Namaste ji,GREETING,hinglish
मला सपोर्ट हवा आहे,HELP,mr
हाय सहायक,GREETING,hi
Namaste assistant,GREETING,hinglish
Kya meri booking chal rahi hai?,BOOKING_STATUS,hi_roman
How far am I in the queue?,QUEUE_POSITION,hinglish
Procurement token kaise milega?,BOOKING_HELP,hi_roman
Mala kiti vel thambave lagel?,WAITING_TIME,mr_roman
Slot booking sathi madat havi aahe,BOOKING_HELP,mr_roman
कागदपत्रांची माहिती हवी आहे,DOCUMENTS,mr
Mujhe kis centre par jaana hai?,CENTRE_INFO,hinglish
माझे प्रोक्योरमेंट सेंटर कोणते आहे?,CENTRE_INFO,mr
Tell me the token for my booking,TOKEN_NUMBER,en
Booking mein help chahiye,BOOKING_HELP,hinglish
आवश्यक कागदपत्रे सांगा,DOCUMENTS,mr
What is my place in line?,QUEUE_POSITION,en
कोणते पेपर आणावे लागतील?,DOCUMENTS,mr
तुम्ही मला मदत करू शकता का?,GREETING,mr
केंद्र की जानकारी चाहिए,CENTRE_INFO,hi
What crop is registered in my booking?,CROP_INFO,en
नमस्ते,GREETING,mr
Estimated waiting time kya hai?,WAITING_TIME,hi_roman
Slot book karne ka tareeka batao,BOOKING_HELP,hi_roman
माझी बुकिंग तपासा,BOOKING_STATUS,mr
बुकिंग कुठून रद्द होईल?,CANCEL_BOOKING,mr
हा स्लॉट रद्द करायचा आहे,CANCEL_BOOKING,mr
Queue status mein main kaha hoon?,QUEUE_POSITION,hinglish
Please tell me my token,TOKEN_NUMBER,hinglish
मेरा टोकन कौन सा है?,TOKEN_NUMBER,hi
मला कोणते कागद हवेत?,DOCUMENTS,mr
अभी किस टोकन को बुलाया है?,CURRENT_SERVING,hi
मुझे मेरा टोकन बताइए,TOKEN_NUMBER,hi
Fasal ki information batao,CROP_INFO,hinglish
What is now being served?,CURRENT_SERVING,en
Main slot kaise reserve karun?,BOOKING_HELP,hi_roman
अंदाजे प्रतीक्षा वेळ काय आहे?,WAITING_TIME,mr
माझा स्लॉट ठीक आहे का?,BOOKING_STATUS,mr
शुभ संध्या,GREETING,hi
केंद्र पर मुझे क्या लाना है?,DOCUMENTS,hi
आप कौन सी जानकारी दे सकते हैं?,HELP,hi
Show the token being served,CURRENT_SERVING,en
Mera token number kya hai?,TOKEN_NUMBER,hi_roman
नमस्कार जी,GREETING,hi
क्या पहचान पत्र चाहिए?,DOCUMENTS,hi
Meri booking verify karo,BOOKING_STATUS,hi_roman
Abhi serve hone wala token kaunsa hai?,CURRENT_SERVING,hi_roman
नमस्ते सहायक,GREETING,hi
मैं स्लॉट रिजर्व कैसे करूं?,BOOKING_HELP,hi
रद्द करने की प्रक्रिया क्या है?,CANCEL_BOOKING,hi
Mujhe kaunsa token mila hai?,TOKEN_NUMBER,hi_roman
Meri bari kab aane ki ummeed hai?,WAITING_TIME,hi_roman
मेरी कतार में स्थिति क्या है?,QUEUE_POSITION,hi
Kya aap mera token bata sakte hain?,TOKEN_NUMBER,hi_roman
Meri booking ke liye kaunse documents lagenge?,DOCUMENTS,hinglish
हाय असिस्टंट,GREETING,mr
Kya aap meri crop bata sakte hain?,CROP_INFO,hi_roman
Main apna token kahan dekh sakta hoon?,TOKEN_NUMBER,hi_roman
माझ्यापुढे किती जण आहेत?,QUEUE_POSITION,mr
Booking kaise delete karein?,CANCEL_BOOKING,hi_roman
Majhi booking cancel karanyasathi madat kara,CANCEL_BOOKING,mr_roman
Main aapse kya pooch sakta hoon?,HELP,hi_roman
I need help,GREETING,en
Main queue mein kitne number par hoon?,QUEUE_POSITION,hi_roman
How to cancel procurement booking?,CANCEL_BOOKING,en
प्रोक्योरमेंट का समय कैसे चुनें?,BOOKING_HELP,hi
Kya meri booking cancel ho sakti hai?,CANCEL_BOOKING,hi_roman
Hi booking hatvaychi aahe,CANCEL_BOOKING,mr_roman
Mera waiting time kitna hai?,WAITING_TIME,hi_roman
Abhi kaunsa number bulaya gaya hai?,CURRENT_SERVING,hi_roman
प्रतीक्षा समय बताइए,WAITING_TIME,hi
मैंने क्या फसल बुक की है?,CROP_INFO,hi
नमस्कार QueueKisan,GREETING,mr
Can I book a slot from the app?,BOOKING_HELP,en
Show me my token,TOKEN_NUMBER,en
मुझे मेरा टोकन नंबर बताओ,TOKEN_NUMBER,hi
जरूरी दस्तावेज कौन से हैं?,DOCUMENTS,hi
Majhi booking check kara,BOOKING_STATUS,mr_roman
Mere liye kaunsa centre select hua hai?,CENTRE_INFO,hi_roman
कोणती कागदपत्रे आवश्यक आहेत?,DOCUMENTS,mr
बुकिंग की स्थिति चेक करनी है,BOOKING_STATUS,hi
Aap meri kaise madad kar sakte hain?,HELP,hi_roman
प्रोक्योरमेंट बुकिंग कशी रद्द करायची?,CANCEL_BOOKING,mr
Meri bari se pehle kitne log hain?,QUEUE_POSITION,hi_roman
Crop information please,CROP_INFO,en
Meri turn soon aayegi kya?,WAITING_TIME,hinglish
Mere crop ke liye kya documents chahiye?,DOCUMENTS,hinglish
Is my slot active?,BOOKING_STATUS,en
Maze booked peek check kara,CROP_INFO,mr_roman
मेरा टोकन क्या है?,TOKEN_NUMBER,hi
Booking active hai kya?,BOOKING_STATUS,hinglish
How many turns before mine?,QUEUE_POSITION,hinglish
माझ्या टोकनच्या पुढे किती लोक आहेत?,QUEUE_POSITION,mr
Majhi booking kashi radd karaychi?,CANCEL_BOOKING,mr_roman
Current queue token batao,CURRENT_SERVING,hinglish
माझी बुकिंग अजून वैध आहे का?,BOOKING_STATUS,mr
Abhi kis token ki bari hai?,CURRENT_SERVING,hi_roman
मैं आपसे क्या पूछ सकता हूँ?,HELP,hi
Which token is currently at the counter?,CURRENT_SERVING,en
मेरी बारी से पहले कितने किसान हैं?,QUEUE_POSITION,hi
Mera estimated time kya hai?,WAITING_TIME,hi_roman
Meri crop details chahiye,CROP_INFO,hi_roman
Shubh divas,GREETING,mr_roman
Mera token dikhao,TOKEN_NUMBER,hi_roman
Mi nivadlele peek konte aahe?,CROP_INFO,mr_roman
Meri bari kab aayegi?,WAITING_TIME,hi_roman
मला किती मिनिटे थांबावे लागेल?,WAITING_TIME,mr
Mujhe support chahiye,HELP,hi_roman
Kripaya margadarshan kara,HELP,mr_roman
Abhi kaunsa token process ho raha hai?,CURRENT_SERVING,hinglish
मुझे सहायता चाहिए,HELP,hi
माझा टोकन नंबर दाखवा,TOKEN_NUMBER,mr
What is my token number?,TOKEN_NUMBER,en
Slot booking help,BOOKING_HELP,hi_roman
मी माझी बुकिंग हटवू शकतो का?,CANCEL_BOOKING,mr
माझा टोकन सांगा,TOKEN_NUMBER,mr
Hello chatbot,GREETING,hi_roman
और कितना इंतजार करना है?,WAITING_TIME,hi
Hey there,GREETING,hinglish
मी इथे आहे,GREETING,mr
Mi konte prashna vicharu shakto?,HELP,mr_roman
Can you help me?,GREETING,en
Can I check my token?,TOKEN_NUMBER,hinglish
माझा टोकन दाखवा,TOKEN_NUMBER,mr
Mera token number kya hai?,TOKEN_NUMBER,hinglish
माझी पाळी किती मिनिटांत येईल?,WAITING_TIME,mr
स्लॉट रद्द करता येतो का?,CANCEL_BOOKING,mr
माझी रांगेची स्थिती सांगा,QUEUE_POSITION,mr
Kaunsa produce book hai?,CROP_INFO,hi_roman
मी माझा टोकन कसा पाहू?,TOKEN_NUMBER,mr
Reservation cancel kaise karein?,CANCEL_BOOKING,hinglish
Majhya palila kiti vel aahe?,WAITING_TIME,mr_roman
Mere aage kitne farmers hain?,QUEUE_POSITION,hinglish
Can I see my crop details?,CROP_INFO,en
मला सहाय्य हवे आहे,HELP,mr
माझे पीक सांगा,CROP_INFO,mr
मेरा आवंटित केंद्र बताओ,CENTRE_INFO,hi
Mujhe slot book karna hai,BOOKING_HELP,hi_roman
Kaunsa token serve ho raha hai?,CURRENT_SERVING,hi_roman
Which token is mine?,TOKEN_NUMBER,en
Maza number kadhi bolavla jail?,WAITING_TIME,mr_roman
Majhya bookingmadhe konte dhanya aahe?,CROP_INFO,mr_roman
मुझे बुकिंग की मदद चाहिए,BOOKING_HELP,hi
Mala support hava aahe,HELP,mr_roman
Token number check kar do,TOKEN_NUMBER,hinglish
Meri crop kaunsi hai?,CROP_INFO,hinglish
Thambnyacha vel sanga,WAITING_TIME,mr_roman
Booked crop dikhao,CROP_INFO,hi_roman
Rangeetil majhi sthiti sanga,QUEUE_POSITION,mr_roman
मदत करा,HELP,mr
Majhi booking radd hou shakte ka?,CANCEL_BOOKING,mr_roman
माझ्यासाठी कोणते बाजार केंद्र आहे?,CENTRE_INFO,mr
तुम्ही कशी मदत देता?,HELP,mr
Maine kaunsi fasal register ki?,CROP_INFO,hinglish
I need help with booking,BOOKING_HELP,en
Has my booking been confirmed?,BOOKING_STATUS,en
Konti kagadpatre avashyak aahet?,DOCUMENTS,mr_roman
Aap kis tarah help karte hain?,HELP,hi_roman
Which procurement centre is mine?,CENTRE_INFO,hinglish
Kaunse proof chahiye?,DOCUMENTS,hinglish
Konta token serve hot aahe?,CURRENT_SERVING,mr_roman
How much longer do I need to wait?,WAITING_TIME,en
माझी स्लॉट बुकिंग पक्की आहे का?,BOOKING_STATUS,mr
Ha chatbot kasa vapraycha?,HELP,mr_roman
प्रोक्योरमेंट टोकन कसा मिळेल?,BOOKING_HELP,mr
Which papers are required?,DOCUMENTS,hinglish
माझ्या सेंटरची माहिती हवी आहे,CENTRE_INFO,mr
चैट शुरू करें,GREETING,hi
Meri booking kaise cancel karun?,CANCEL_BOOKING,hinglish
Can you guide me?,HELP,hinglish
माझी पाळी कधी येण्याची शक्यता आहे?,WAITING_TIME,mr
बुकिंगची प्रक्रिया काय आहे?,BOOKING_HELP,mr
बुकिंग स्टेटस चाहिए,BOOKING_STATUS,hi
Tell me my current queue place,QUEUE_POSITION,en
अभी किस किसान की बारी है?,CURRENT_SERVING,hi
Booking kaise hoti hai?,BOOKING_HELP,hinglish
माझी रांगेतील स्थिती काय आहे?,QUEUE_POSITION,mr
तुम्ही माझे केंद्र सांगू शकता का?,CENTRE_INFO,mr
Mere se pehle kitne token hain?,QUEUE_POSITION,hi_roman
मैं अपनी फसल कहाँ ले जाऊँ?,CENTRE_INFO,hi
अभी किस टोकन की बारी है?,CURRENT_SERVING,hi
Meri bari mein kitna time hai?,WAITING_TIME,hi_roman
Is my slot confirmed?,BOOKING_STATUS,en
माझ्या बुकिंगसाठी कोणती कागदपत्रे हवीत?,DOCUMENTS,mr
Tell me the booking process,BOOKING_HELP,en
Hello ji,GREETING,hinglish
Booking centre dikhao,CENTRE_INFO,hinglish
नई बुकिंग कैसे बनाएं?,BOOKING_HELP,hi
रद्द करण्यासाठी काय करावे लागेल?,CANCEL_BOOKING,mr
माझ्या बुकिंगचा स्टेटस काय आहे?,BOOKING_STATUS,mr
क्या मेरी बारी जल्द आएगी?,WAITING_TIME,hi
How long do I have to wait?,WAITING_TIME,en
बुकिंग कशी डिलीट करायची?,CANCEL_BOOKING,mr
मेरा नंबर कब बुलाया जाएगा?,WAITING_TIME,hi
मेरी बारी से पहले कितने लोग हैं?,QUEUE_POSITION,hi
Hello madam,GREETING,mr_roman
मेरा टोकन बताओ,TOKEN_NUMBER,hi
Mi kiti velat serve hoil?,WAITING_TIME,mr_roman
Namaskar sahayyak,GREETING,mr_roman
Mujhe booking cancellation help chahiye,CANCEL_BOOKING,hi_roman
माझे खरेदी केंद्र सांगा,CENTRE_INFO,mr
How can I schedule my procurement?,BOOKING_HELP,en
Tumhi kontya seva deta?,HELP,mr_roman
मैंने कौन सा उत्पाद बुक किया?,CROP_INFO,hi
माझ्या स्लॉटसाठी कोणते पीक आहे?,CROP_INFO,mr
Procurement token kasa milel?,BOOKING_HELP,mr_roman
माझ्या क्रॉपची माहिती हवी आहे,CROP_INFO,mr
माझ्या आधी किती शेतकरी आहेत?,QUEUE_POSITION,mr
Is my procurement booking confirmed?,BOOKING_STATUS,en
I am here,GREETING,en
तुम्ही काय काय करू शकता?,HELP,mr
मेरा नंबर कौन सा है?,TOKEN_NUMBER,hi
Kya main apni booking hata sakta hoon?,CANCEL_BOOKING,hi_roman
Mujhe support chahiye,HELP,hi_roman
Konte kagad sobat aanu?,DOCUMENTS,mr_roman
Check my wait time,WAITING_TIME,en
Kya main app se slot book kar sakta hoon?,BOOKING_HELP,hi_roman
मेरा टोकन दिखाओ,TOKEN_NUMBER,hi
Centre location batao,CENTRE_INFO,hinglish
Meri procurement booking active hai?,BOOKING_STATUS,hinglish
Avashyak kagad sanga,DOCUMENTS,mr_roman
Procurement booking kaise cancel karein?,CANCEL_BOOKING,hi_roman
मदत करा,HELP,mr
Meri booking cancel kar do,CANCEL_BOOKING,hi_roman
Kaunsa token mere liye hai?,TOKEN_NUMBER,hi_roman
Booking verify kar do,BOOKING_STATUS,hinglish
क्या स्लॉट रद्द किया जा सकता है?,CANCEL_BOOKING,hi
Majhyasathi konte kharedi kendra aahe?,CENTRE_INFO,mr_roman
Hi QueueKisan,GREETING,en
माझी बुकिंग दाखवा,BOOKING_STATUS,mr
Please tell me my token,TOKEN_NUMBER,en
Please check my reservation,BOOKING_STATUS,en
हाय QueueKisan,GREETING,hi
Which token is mine?,TOKEN_NUMBER,hinglish
Majhi booking suru aahe ka?,BOOKING_STATUS,mr_roman
Hello,GREETING,hinglish
What is my assigned centre?,CENTRE_INFO,en
Kaunsi crop select ki hai?,CROP_INFO,hinglish
Mera slot approved hai kya?,BOOKING_STATUS,hinglish
Meri booking kis crop ke liye hai?,CROP_INFO,hi_roman
स्लॉट कैंसल करने का तरीका बताइए,CANCEL_BOOKING,hi
Booking status tapasaycha aahe,BOOKING_STATUS,mr_roman
क्या आप मेरा केंद्र बता सकते हैं?,CENTRE_INFO,hi
मला कोणत्या केंद्रावर जायचे आहे?,CENTRE_INFO,mr
मेरी बुकिंग की फसल दिखाओ,CROP_INFO,hi
Majhyapudhe kiti lokanchi pali yeil?,QUEUE_POSITION,mr_roman
मुझे मदद चाहिए,HELP,hi
नमस्ते QueueKisan,GREETING,hi
Good morning,GREETING,hinglish
Meri booked crop batao,CROP_INFO,hinglish
How do I get a procurement token?,BOOKING_HELP,en
Is it possible to cancel my slot?,CANCEL_BOOKING,en
Can I delete my booking?,CANCEL_BOOKING,hinglish
Help me,HELP,en
Where do I start booking?,BOOKING_HELP,en
Sadhyacha serving token sanga,CURRENT_SERVING,mr_roman
तुम्ही माझा टोकन सांगू शकता का?,TOKEN_NUMBER,mr
Meri booking cancel karne mein help karo,CANCEL_BOOKING,hi_roman
Aatta serve honara token konta?,CURRENT_SERVING,mr_roman
How can I check my token?,TOKEN_NUMBER,en
Maine kya produce book kiya?,CROP_INFO,hinglish
Majhya tokenshi konte peek jodle aahe?,CROP_INFO,mr_roman
Majhi pali kadhi yeil?,WAITING_TIME,mr_roman
माझा टोकन नंबर कुठे आहे?,TOKEN_NUMBER,mr
Booking kahan se start karein?,BOOKING_HELP,hi_roman
Queue mein meri current position kya hai?,QUEUE_POSITION,hinglish
Kis centre par report karna hai?,CENTRE_INFO,hinglish
मुझे सहायता चाहिए,HELP,hi
सध्या कोणत्या शेतकऱ्याची पाळी आहे?,CURRENT_SERVING,mr
स्लॉट कैसे बुक करें?,BOOKING_HELP,hi
Hi chatbot,GREETING,hinglish
मला कुठे जायचे आहे?,CENTRE_INFO,mr
Hey QueueKisan,GREETING,en
Slot kuthun book hoil?,BOOKING_HELP,mr_roman
Maine kaunsi fasal register ki?,CROP_INFO,hi_roman
मैंने कौन सी फसल रजिस्टर की है?,CROP_INFO,hi
Procurement slot kaise book karein?,BOOKING_HELP,hi_roman
Which token is currently being served?,CURRENT_SERVING,en
Where can I book a slot?,BOOKING_HELP,en
Hi,GREETING,hi_roman
Majhi pali kadhi yenaychi shakyata aahe?,WAITING_TIME,mr_roman
Kitne logon ki bari pehle aayegi?,QUEUE_POSITION,hi_roman
I need my token number,TOKEN_NUMBER,en
Tell me what crop I booked,CROP_INFO,en
Procurementchi vel kashi nivadaychi?,BOOKING_HELP,mr_roman
Meri queue position check karo,QUEUE_POSITION,hi_roman
माझा टोकन नंबर चेक करा,TOKEN_NUMBER,mr
Mala kontya market centrevar jayche aahe?,CENTRE_INFO,mr_roman
Mera waiting time kya hai?,WAITING_TIME,hinglish
Namaste assistant,GREETING,en
Which token is on the counter?,CURRENT_SERVING,hinglish
Namaskar QueueKisan,GREETING,mr_roman
मुझे कौन से प्रमाण लाने हैं?,DOCUMENTS,hi
रांगेतील माझी जागा दाखवा,QUEUE_POSITION,mr
Ya veli konta number ghetla jat aahe?,CURRENT_SERVING,mr_roman
किस खरीद केंद्र पर जाना है?,CENTRE_INFO,hi
बुकिंग कहाँ से रद्द होगी?,CANCEL_BOOKING,hi
माझ्या पाळीआधी किती शेतकरी आहेत?,QUEUE_POSITION,mr
Current serving number kya hai?,CURRENT_SERVING,hi_roman
Namaste QueueKisan,GREETING,hi_roman
Abhi kis token ki bari hai?,CURRENT_SERVING,hinglish
Majhya cropchi mahiti havi aahe,CROP_INFO,mr_roman
हाय असिस्टंट,GREETING,mr
Can you tell me the current token?,CURRENT_SERVING,en
Majhi pali kiti minutesat yeil?,WAITING_TIME,mr_roman
Tell me if my booking is confirmed,BOOKING_STATUS,en
Booking sathi maza token konta aahe?,TOKEN_NUMBER,mr_roman
Aap kaunsi information de sakte hain?,HELP,hi_roman
स्लॉट कहाँ से बुक होगा?,BOOKING_HELP,hi
Hi QueueKisan,GREETING,hi_roman
Can I cancel a confirmed slot?,CANCEL_BOOKING,en
मला माझी बुकिंग रद्द करायची आहे,CANCEL_BOOKING,mr
कौन से कागज साथ लाऊँ?,DOCUMENTS,hi
Mala konti kagadpatre aanavi lagtil?,DOCUMENTS,mr_roman
What crop is linked to my token?,CROP_INFO,en
Majhya tokenchi mahiti dya,TOKEN_NUMBER,mr_roman
Check my booked crop,CROP_INFO,en
मेरी बुकिंग का स्टेटस क्या है?,BOOKING_STATUS,hi
Which token is active at the centre?,CURRENT_SERVING,en
Meri booked crop check karo,CROP_INFO,hi_roman
What is my collection centre?,CENTRE_INFO,en
मेरा टोकन नंबर दिखाइए,TOKEN_NUMBER,hi
Kaunse papers chahiye?,DOCUMENTS,hi_roman
Maine kaunsi crop select ki?,CROP_INFO,hi_roman
Kya meri booking confirm hai?,BOOKING_STATUS,hi_roman
Please guide me,HELP,hi_roman
Which centre should I go to?,CENTRE_INFO,en
Show me the centre location,CENTRE_INFO,en
माझ्याआधी किती टोकन आहेत?,QUEUE_POSITION,mr
Kya papers ready rakhne hain?,DOCUMENTS,hinglish
Procurement ka time kaise select karein?,BOOKING_HELP,hi_roman
Yeh chatbot kaise use karein?,HELP,hi_roman
Can I know my assigned centre?,CENTRE_INFO,en
मेरी फसल बताइए,CROP_INFO,hi
माझ्या बुकिंगचा टोकन काय आहे?,TOKEN_NUMBER,mr
मेरी आरक्षण स्थिति बताओ,BOOKING_STATUS,hi
बुकिंग के लिए मेरा टोकन क्या है?,TOKEN_NUMBER,hi
Meri booking ka haal batao,BOOKING_STATUS,hi_roman
Aatta kontya tokenchi pali aahe?,CURRENT_SERVING,mr_roman
Booking wapas kaise lein?,CANCEL_BOOKING,hi_roman
Mala majhi booking radd karaychi aahe,CANCEL_BOOKING,mr_roman
Is my procurement slot confirmed?,BOOKING_STATUS,hinglish
क्या आप मेरी बुकिंग में मदद कर सकते हैं?,HELP,hi
Kitne kisan mere pehle hain?,QUEUE_POSITION,hi_roman
कैंसल करने के लिए क्या करना होगा?,CANCEL_BOOKING,hi
गरजेची कागदपत्रे कोणती?,DOCUMENTS,mr
Can you show my token number?,TOKEN_NUMBER,en
मला कोणती कागदपत्रे हवी आहेत?,DOCUMENTS,mr
लाइन में मेरी जगह क्या है?,QUEUE_POSITION,hi
Mera queue position check karo,QUEUE_POSITION,hinglish
What documents do I need?,DOCUMENTS,hinglish
मेरी चुनी हुई फसल क्या है?,CROP_INFO,hi
Kya meri procurement booking confirm hai?,BOOKING_STATUS,hi_roman
Mera token kaha hai?,TOKEN_NUMBER,hinglish
प्रोक्योरमेंट स्लॉट कसा रद्द करायचा?,CANCEL_BOOKING,mr
मैं कतार में कहाँ खड़ा हूँ?,QUEUE_POSITION,hi
मुझे कौन से कागज चाहिए?,DOCUMENTS,hi
Aap kaunse services provide karte ho?,HELP,hinglish
Where am I in the queue?,QUEUE_POSITION,en
Booking kaise karni hai?,BOOKING_HELP,hi_roman
Majhi booking kontya pikasathi aahe?,CROP_INFO,mr_roman
